epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0,0.001,0.841378286594653,0.24678393508893132,0.4053405238316805,0.7781625167287961,0.22956351396875574,0.4498449108881816
1,0.001,0.787936791967193,0.2425816296629396,0.452177319006609,0.7630998173145332,0.21888656592417866,0.4783527530580099
2,0.001,0.7774974588522777,0.2397798145135377,0.464999344600156,0.7611427957361395,0.22843657014188287,0.47293359760064907
3,0.001,0.7733949212020893,0.24147448019155496,0.4686920522731805,0.7639762133058875,0.2352104423974493,0.46184628607615097
4,0.001,0.7699695541961806,0.24154356111260616,0.47102869002508674,0.7630815969573127,0.23571318051611542,0.4624798833232666
5,0.001,0.765930780624312,0.24148436358153735,0.4729664244547356,0.7629297568340494,0.22721753832724426,0.46970028918837514
6,0.001,0.763770033688339,0.2406731862454148,0.4748074817106419,0.7612771957811683,0.21624748845967173,0.4847219351477775
7,0.001,0.7627460900457154,0.24032692433908165,0.47640206426333925,0.7623879710833231,0.23074894580006844,0.46670355251649914
8,0.001,0.7617969901203806,0.2402886100869128,0.47725716017730885,0.7613886823557844,0.21704299425141493,0.48849098703154026
9,0.001,0.7608918324681638,0.23910609629820498,0.4780354641373729,0.7589713563822736,0.22219887021834842,0.4798564585485607
10,0.001,0.7605210469879267,0.2387747014617811,0.47837009186754076,0.7584561904271444,0.22723913209416147,0.4774846007690182
11,0.001,0.7604126893837033,0.24016210111499836,0.4790303781197767,0.7620165438363047,0.22871180750047185,0.46751085496830713
12,0.001,0.7600557625142066,0.239163320161735,0.47909753367532065,0.7578274481224291,0.22116995479108628,0.4801115926532588
13,0.001,0.759612753191067,0.23860422753467866,0.4795138653013241,0.7596362486030116,0.22192289856765154,0.4823812444622063
14,0.001,0.7597938789666154,0.2389227536010853,0.4798579092151092,0.7584753999806414,0.22369389925717495,0.48084316042219344
15,0.001,0.7596255918495528,0.23871954760944547,0.47998748367272925,0.7692818677786625,0.2362976414520542,0.46339440397613707
16,0.001,0.7592641380603683,0.23857291192296484,0.4801412343430043,0.7583827087373445,0.22391418059020754,0.48146478967274964
17,0.001,0.759374879698717,0.23910513577982223,0.48018227186131174,0.7631223219813723,0.23010231542806264,0.4686144776152639
18,0.001,0.7593957020429558,0.23892338696516355,0.48032721358570885,0.7575415138042334,0.21891925374683935,0.4868442573243263
19,0.001,0.7590106266145488,0.23832880736117767,0.480387117819156,0.7580672640993138,0.2214131634900476,0.48680200819222247
20,0.001,0.7592545549074808,0.23863163756160957,0.4805033180074365,0.7601970127134612,0.2280268359919169,0.4729753755448489
21,0.001,0.7589008259105925,0.23809467384649782,0.4805033274262069,0.7612825204627682,0.2163120626412751,0.4945258147217095
22,0.001,0.7586264238709408,0.23778145800603767,0.4806570108061664,0.7597769817920647,0.2225242177635807,0.4828136560643926
23,0.001,0.7587211634063236,0.23774506786009467,0.4808391061451682,0.7578828196332912,0.22214713430290678,0.4818919886280102
24,0.001,0.7587053263157075,0.23822622078754246,0.48080051132994794,0.7598964361229328,0.21696861365466824,0.49343151746227487
25,0.001,0.7588056530661256,0.23774661497620092,0.4807533976735634,0.7612602861240657,0.22515349216269095,0.4792543266453778
26,0.001,0.7585608884881774,0.2377377459195708,0.4807941494267485,0.7589410320676938,0.22197653350661542,0.48522139495301675
27,0.001,0.758566508159686,0.23793264387760116,0.4810042795897687,0.7600775114213577,0.2164835999334825,0.4938992602253769
28,0.001,0.7585459912702934,0.2376012551063951,0.4810670565213302,0.7594102205652179,0.21847639653277556,0.4885537982557075
29,0.001,0.7583329415200017,0.23781793864596532,0.4810717657604027,0.761338887190578,0.22583560285193308,0.4778257549600707
30,0.001,0.7584898709947523,0.23755763128717575,0.4811332378537708,0.7632504207919343,0.2268386767790943,0.47424704332527645
31,0.001,0.7584813353972883,0.2376686322383081,0.4811522880977251,0.7590488646969651,0.2215233160807219,0.4857201730362052
32,0.001,0.758146206841214,0.2373236770130975,0.48111030959284684,0.7578005700400381,0.22366646866695827,0.47900651078221174
33,0.001,0.7582764768115133,0.23778582949598115,0.4811508836888999,0.7657183173931006,0.22924092194934323,0.4725646843229589
34,0.001,0.7584157307032714,0.2381431739427276,0.4810722123487305,0.7636190797343398,0.21556337836253261,0.492308769105834
35,0.001,0.7582021208513178,0.23769559922498956,0.4813179840444022,0.7637851918586577,0.22884484412735612,0.47324972574808427
36,0.001,0.7581266214829365,0.23704782435986999,0.4813729268053786,0.7572872151028026,0.22050945401774436,0.4846676812740668
37,0.001,0.7580897084629262,0.23739908053052675,0.4811247221083805,0.7571944913478813,0.22174877001021373,0.48208122990451924
38,0.001,0.7581363637332091,0.2370970344841998,0.48125523350532284,0.7632525569260723,0.22798793181025592,0.47513174624449456
39,0.001,0.758164896764828,0.23747575448759628,0.4812646034246678,0.7595466664343169,0.22608365833181032,0.47690412464835913
40,0.001,0.7580754561278656,0.23724729956036347,0.48127772781398187,0.7636668338920131,0.22823337808218458,0.4751008486852219
41,0.001,0.758017645689064,0.23734762668191292,0.4813181908234186,0.7592744128872649,0.2186022448864544,0.4862369674626467
42,0.001,0.758220288286379,0.23799363584232303,0.48123219590468236,0.7627694396057514,0.21548869085729797,0.49613267876183403
43,0.001,0.7580611993944979,0.2376933401934046,0.48121864198542574,0.7617200360153661,0.22501602331791712,0.48114326922613876
44,0.001,0.7580863043248806,0.2372020719142541,0.48127817450370436,0.75800262075482,0.22093888577717694,0.48253300018591344
45,0.001,0.7579309673406393,0.2372596342548294,0.4813268339518433,0.7603635721736484,0.2168079442152779,0.49309750274638653
46,0.001,0.7577732774137541,0.23742964269007633,0.4813097156026048,0.7586708628770077,0.22282166652930122,0.4802622898076746
47,0.001,0.7578787148453807,0.23711263734855365,0.48136853335615953,0.7611688345369666,0.22463006663035118,0.4816268046833754
48,0.001,0.7578109384493064,0.2369977098759339,0.48126198308902646,0.7579299542638991,0.2183931663699342,0.4888888006204294
49,0.001,0.7578179675507485,0.2370435892056696,0.4814357688812542,0.7576296504097756,0.22434986824240905,0.4772396529857926
50,0.001,0.7577792437931964,0.23713552481217423,0.4813457253195142,0.7619801103466689,0.22794232466199962,0.4747227232567968
51,0.001,0.7577340699940844,0.2372128095941836,0.4814216120105448,0.7580023618659588,0.22173685784609487,0.4850726502822455
52,0.001,0.7578509647124293,0.23735120632202764,0.4812763610374724,0.7590647321758848,0.22267060078115636,0.4834467303841851
53,0.001,0.7577859160250987,0.23735429797826932,0.4814597707463315,0.759139460144621,0.21779827765177898,0.4910194135490573
54,0.001,0.7577037767296225,0.2376373979056596,0.4813616876738658,0.7591360879666877,0.22713393695454553,0.47547804567598284
55,0.001,0.7577276276874785,0.2369648770269143,0.4814986152782623,0.7583590149879456,0.21913754724292708,0.48979098296258056
56,0.001,0.7576137292779432,0.23705014186155568,0.4815060164246544,0.7589243909325263,0.218971044049973,0.489727020250761
57,0.001,0.7576696677062348,0.23723302345031655,0.48150402722424623,0.76595193629313,0.23003269610352844,0.47258582059784265
58,0.001,0.7576893046308717,0.23711559012306024,0.48135480955031584,0.7667547157316497,0.23256289342447914,0.470177226582731
59,0.001,0.7577427762155314,0.23761211033512597,0.4813722103261709,0.7586351085190821,0.21913345742497642,0.48874132299850176
60,0.001,0.757590806817887,0.23701146710606558,0.48143255245655764,0.7627574994106485,0.22609474941257682,0.478637692701296
61,0.001,0.7576492556178843,0.23729254139932646,0.4814678540760985,0.7593997530262879,0.22652366957787815,0.4759538904541306
62,0.001,0.7576212012434127,0.23729173174128332,0.48134519418300337,0.7672411016743592,0.22904422801437402,0.4741576931696409
63,0.001,0.7575414508353663,0.2370463466854022,0.4814967454266701,0.7638899407001457,0.22979406819582496,0.4724555226379395
64,0.001,0.7576101517859306,0.23704415546158322,0.48147587801212083,0.7626325349615077,0.23049083458052064,0.4704822497611367
65,0.001,0.7575658016835763,0.2370754205482344,0.4814687785132669,0.7601433853910426,0.22562007642022877,0.47774614548894967
66,0.001,0.7575272851014562,0.2370650054170991,0.4814997878505922,0.761026275880409,0.22565485582539063,0.47978411287880807
67,0.001,0.7575469126228158,0.23689455548213476,0.48148594745943035,0.7578303494838753,0.22021532857655038,0.4881672249833688
68,0.001,0.757713375959081,0.23727270002278208,0.48146679467767844,0.7581215964423286,0.22180365791962595,0.48344392640278594
69,0.001,0.7575153091178293,0.23708580533721516,0.4814426119593098,0.7669521317337499,0.23014374834580173,0.4716399266941482
70,0.001,0.7575766752087736,0.23693244281459047,0.4814092570960904,0.7675229244761996,0.2338600375003595,0.4676298969111174
71,0.001,0.7575397442922034,0.23724326422416864,0.4815991326475345,0.7685819448846759,0.23729443274221906,0.4678220062124715
72,0.001,0.7574886823731828,0.2368488751448239,0.4813868289656725,0.7648615018285886,0.22778217024660846,0.475329333590805
73,0.001,0.7573870293056691,0.2368617819783038,0.4815141333438495,0.7646074138506495,0.23014129776939835,0.47302804121062336
74,0.001,0.7574531090168553,0.2368658149326165,0.48155662440134245,0.7617643890958844,0.2266090423484029,0.47770072417695264
75,0.001,0.7574478195217123,0.23674947111844824,0.4814500269457568,0.7603554171745224,0.2217624991261501,0.4856226310936693
76,0.001,0.7576127314688899,0.2372067027753816,0.48145240178460375,0.76945082828252,0.23843452955572522,0.4639251532160376
77,0.001,0.7575165185006217,0.2368881107080374,0.4815435598841581,0.7645122204164062,0.23126702532372467,0.47107735652365645
78,0.001,0.7574804546572174,0.23739457328199307,0.48153484880414815,0.7585535290265324,0.21944629594068107,0.48818012518259063
79,0.001,0.757443561505422,0.23686344170479584,0.48154530305850973,0.7701163069166318,0.23857300273939866,0.4637242570376212
80,0.001,0.7575729434726802,0.23726847834039486,0.48151871551819403,0.7590832583832018,0.22557522298049054,0.47585305127552213
81,0.001,0.7574439940561775,0.23684124619295646,0.4814814890107736,0.7646853454185255,0.23104373720269716,0.47047860785314505
82,0.001,0.7575267479013243,0.2369851038297815,0.48137182126448996,0.7599368119480634,0.22440538494490828,0.47966030991635616
83,0.001,0.7574810963550597,0.2369860190647561,0.48155409519531855,0.7799064613351918,0.24679649846356294,0.45655480116643554
84,0.001,0.7574574248178011,0.23713029516656214,0.48152155186132256,0.7620973544891434,0.22765000885995673,0.4749165119251224
85,0.001,0.7574111901166785,0.23688302591170457,0.48150668495187743,0.7574454558016074,0.2229043205448446,0.479252239625492
86,0.001,0.7574139317786724,0.23689152326041565,0.4815584867664447,0.7591985476137412,0.2232228871703546,0.48198799814529064
87,0.001,0.7575131483357068,0.23685321910496332,0.4815009618394485,0.7639970947997738,0.22919197223452462,0.47497110263718023
88,0.001,0.7574626768515007,0.23698739189667722,0.481487675328274,0.7611608258401504,0.22485968637771567,0.4794649435170638
89,0.001,0.7575191451999674,0.23700796419792255,0.4814942209948525,0.7597723338339064,0.22285778626365318,0.4818561576539489
90,0.001,0.7574345135810114,0.23721735204205247,0.48139549829507794,0.7598013143346767,0.22372544939233688,0.4813348149448288
91,0.001,0.7574494987650379,0.23710483473815003,0.4816237216916754,0.7677137923963142,0.23605227335542725,0.4675734817312731
92,0.001,0.7573877600313142,0.23701027982524567,0.48143866746856007,0.7586516695793228,0.2187332008537804,0.48722052888426537
93,0.001,0.7574465549325822,0.23697113836057207,0.48150108093423616,0.7631634660441466,0.23209608352599811,0.47031502311200285
94,0.001,0.7574295733721201,0.23696726859284287,0.48156276196744513,0.7835241646477671,0.25600349288946617,0.44988298771829577
95,0.001,0.7574615561931795,0.23704447508644189,0.4815891414439893,0.761271414130625,0.22875887168482575,0.47207007857811695
96,0.001,0.7573953701642937,0.23673041519953655,0.4815680377171753,0.7629331856062918,0.22538743567076092,0.4788840528098658
97,0.001,0.7575186466746051,0.23678170324556497,0.481581061663391,0.7632441815703807,0.22725270300494932,0.47719734136661535
98,0.001,0.7574093082478939,0.23686567978833586,0.48149998420643986,0.7603535441437153,0.22386760083494295,0.4820009875297993
99,0.001,0.757398429262729,0.23726571660582385,0.48146615262235626,0.7618500909419975,0.2244706737822607,0.4804914826510999
